id,views,appliesTo,url,language,question_title,question_author,question_createdAt,question_text,question_upvotes,answer_markedAsAnswer,answer_createdAt,answer_text,answer_upvotes
4768bdd97c234370a76704e4f91a0e13,31,"edge,Alle anderen Probleme,Windows 10",https://answers.microsoft.com/de-de/edge/forum/all/edge-telefonnummern-erkennung-erg%c3%a4nzt-mit/9171d334-f295-4a54-ab8d-66a2ee4975dc,de-de,Edge Telefonnummern-Erkennung ergänzt mit falscher Landesvorwahl,pikasu,"20 November, 2019","Microsoft Edge erkennt automatisch Telefonnummern und zeigt sie als Link an, um sie mit Skype anzuwählen. So weit so gut, aber dummerweise wird als Landesvorwahl immer +49 für Deutschland vorangestellt. Ich wohne aber in der Schweiz und möchte in der Regel Teilnehmer in der Schweiz erreichen, also mit Landesvorwahl +41. Kann ich das in Edge irgendwo einstellen?",0,false,"20 November, 2019","Hallo pikasu, hier ist Roman, ich bin unabhängiger Berater. Hast du als Land Schweiz eingestellt? In Windows sollte das Land so eingestellt werden: Wählen Sie Start > Einstellungen > Zeit & Sprache > Region aus. Wählen Sie unter Land oder Region die neue Region aus. Sie können die Auswahl jederzeit wieder ändern.sg Roman",1
bb6e3a94d4f44e71b6fdabe7bc2c36a3,24,"edge,Alle anderen Probleme,Windows 10",https://answers.microsoft.com/de-de/edge/forum/all/hotmail-account-imap-aus-china/6028d486-67d8-4050-9fa1-b67af468190d,de-de,Hotmail Account IMAP aus China,Denisgudzic,"22 November, 2019",Hallo Leute.. Habe heute in der Früh eine Mail bekommen das sich jemand zugriff auf mein Account gemacht hat aus China mit IMAP zugriff.Was ist das? Hab auch gesehen das ur viele da versucht haben sich zugriff zu erschaffen. Aus CHINA aus Russland usw.. Manche mit erfolgreicher Synchronisation und manche nicht.. Was bedeutet das alles? Muss ich mir sorgen machen?Danke für eure Hilfe.Lg,0,false,"22 November, 2019",Mit Edge hat das nichts zu tun. Bitte wende dich an den Support. Danke. Wir können dabei nicht helfen.,0
4679d363b6e34a3b963968e1f6f1b253,41,"edge,PDF, EPUB und Lesen,Windows 10",https://answers.microsoft.com/de-de/edge/forum/all/pdf-vorschau-im-datei-explorer-mit-pdf-viewer-von/20d85777-208a-4265-82f3-a701376b37e9,de-de,PDF Vorschau im Datei Explorer mit PDF Viewer von Edge Browser,OlOsra,"21 November, 2019","Hallo zusammen,der Edge Browser bringt ja einen PDF viewer mit der zuerstein mal vollkommen ausreichend für mich ist. Ist es irgendwie möglich im Datei Explorer in der Ansicht den PDF Viewer des Edge Browsers zur Vorschau zu nutzen?",0,false,"21 November, 2019","Hallo OlOsra, hier ist Roman, ich bin unabhängiger Berater. Du kannst den Edge als Standard Programm für PDFs einrichten, dann öffnen sich PDFs automatisch mit dem Browser:WindowsTaste + ""Standard"" eingeben, dann Standard Apps wählen und dann unten bei Nach Dateityp "".pdf"" auswählen und hier den Browser angeben.sg Roman",0
614377eed4204e98978b9a8d6be2b2ab,39,"edge,Öffnen des Browsers,Windows 10",https://answers.microsoft.com/de-de/edge/forum/all/einstellung-standardbrowser-und-vorschau/834e7c95-3771-4947-a817-64c41c478460,de-de,Einstellung Standardbrowser und vorschau geöffneter tabs,KarlMarichal,"20 November, 2019","Hallo, wie stelle ich ein das edge dev mein standardbrowser ist? 2. bei z.B. 4 geöffneten tabs wie kann ich die vorschau aktivieren das alle tabs angezeigt werden wenn ich aufs edge icon geheGlG Karl",0,false,"20 November, 2019","Das sind zwei Fragen. Stelle für die zweite Frage bitte eine neue Frage und formuliere sie dort verständlich. Ich verstehe sie nicht.Zur ersten Frage: wie jeden anderen Browser auch (Einstellungen, Apps, Standard-Apps). Da ich annehme, dass du weißt, wie das geht, stellt sich die Frage, welche Probleme du damit hast. Aber darüber schreibst du nichts.",0
83a5c3e4e29e47418564f05409466c66,51,"edge,Favoriten, Verlauf und Downloads,Windows 10",https://answers.microsoft.com/de-de/edge/forum/all/in-ms-edge-synchronisierte-lesezeichen-alle/b2a100e4-1f07-4e3f-8cb4-32841d783618,de-de,In MS-Edge (Synchronisierte) Lesezeichen alle Löschen,ca-jac,"18 November, 2019","Guten Tag.Nachdem ich nun schon sehr lange den IE und nun auch den Edge nutze unter Windows 10-1909, ist so einiges an Lesezeichen/Favoriten zusammen gekommen.Da ich auf 2 Geräten gerne die gleichen Lesezeichen habe, ist die Synchronisierung aktiviert. Würde nun gerne mal alle Lesezeichen mal löschen, neue anlegen und diese dann auf beiden Geräten wieder Synchronisieren.Hab dann das Synchronisieren auf beiden deaktiviert, mich im Browser abgemeldet und die Lesezeichen und alle Daten gelöscht. Geht ja im neuen Edge ganz leicht.Nachdem ich nun einge neue Lesezeichen angelegt, mich im Browser wieder angemeldet hatte und Synchronisierung wieder Aktiviert hatte, waren die ""alten Lesezeichen/Favoriten""und somit das ""alte Chaos"" wieder da.Was muss ich machen damit die alte Lesezeichen auch vom Synchronisierungs-Server gelöscht werden.Vielen Dank für eine Hilfreiche Antwort.Sehe gerade habe glaube ich in der falschen ""Abteilung"" gefragt. Vielleicht kann ein Moderator es verschieben. Danke.[verschoben]",0,true,"18 November, 2019","Lösche in deinem Benutzerordner den versteckten Ordner MicrosoftEdgeBackups. Besuche dann folgende Seite: https://onedrive.live.com/win8personalsettingsprivacyDort kannst du die in der Cloud gespeicherten Einstellungen entfernen. Das soll angeblich auch die Favoriten löschen. Ich würde mich aber nicht drauf verlassen, die ganze Sync-Geschichte hat beim alten Edge noch nie stabil funktioniert. Hier kommen auch immer mal wieder Favoriten irgendwoher zurück, die es schon seit Jahren nicht mehr gibt. Wird Zeit, dass der neue Edge fertig wird. Ich hab ja noch Hoffnung, dass die Sache dort stabiler läuft.",2
0e24e243b40846d9b4dce862abefa6d6,14,"edge,Alle anderen Probleme,Windows 10",https://answers.microsoft.com/de-de/edge/forum/all/externe-kamera-im-internet-verwenden/1cd29f43-ac85-4ba2-a2bb-f04f90c6a394,de-de,externe Kamera im Internet verwenden,GerdDrewes,"19 November, 2019",wie kann ich meine externe Logitech HD Pro Webcam 920 im Internet nutzbar machen,1,false,"19 November, 2019","Wende dich bitte an den Hersteller, wenn du das Handbuch nicht verstehst oder weggeworfen hast. Der Hersteller kann dir auch mitteilen, mit welchen Browsern das Produkt kompatibel ist. -> https://support.logi.com/hc/de/articles/360024326953",0
1f28ea8cccb148d9b769882e4a171141,41,"edge,PDF, EPUB und Lesen,Windows 10",https://answers.microsoft.com/de-de/edge/forum/all/edge-liest-kein-epub-mehr/e466417d-e99c-4ddd-af89-4ecfc2e96171,de-de,Edge liest kein epub mehr,Johnny734,"19 November, 2019","Sehr dem letzten Windows-Update liest Edge nicht mehr das Epub-Format. Auf Windows 10 Mobile öffnet sich nach dem Klick im Datei-Explorer ein Dialogfenster mit der Auswahl ""Abrechen"" oder ""Schließen"", was zum selben Ergebnis führt. Beim Desktop lässt sich epub nicht mehr Edge zuordnen. Ist das ein Update-Fehler oder stellt Microsoft das Lesen von Epubs für Edge nicht mehr zur Verfügung?",0,false,"19 November, 2019","Hallo Johhny734, hier ist Roman, ich bin unabhängiger Berater. leider wurde die Unterstützung von ePup aus dem Edge entfernt. Da wirst du leider eine App dafür herunterladen müssen.Mehr Info dazu findest du hier: https://support.microsoft.com/de-at/help/451784... sg Roman",1
aa8338431caf44ddbdcb954e3ad6cb72,61,"edge,Browser stürzt ab oder ist nicht mehr funktionsfähig,Windows 10",https://answers.microsoft.com/de-de/edge/forum/all/browser-edge-schlie%c3%9ft-sich-selbstst%c3%a4ndig/35083aa4-f768-40ee-abf0-25f5f4856377,de-de,Browser Edge schließt sich selbstständig,KlausWolf5,"17 November, 2019","Wenn ich über den EDGE Browser eine Seite öffnen will, geht diese auf, geht kurz weg, und wieder auf. Das ist eine sehr nervige Angelegenheit.Das Problem gibt es seit einiger Zeit, evtl. durch irgend ein Update (WIN 10 Home, Vers. 1903)?Ist darüber etwas bekannt?",0,false,"17 November, 2019","Hallo Klaus, als erstes aktualisiere bitte dein Windows, wir sind nämlich mittlerweile bei der Version 1909.Hast du Sicherheits- oder Optimierungssoftware von einem Fremdanbeter installiert?Öffnet uns schließt sich das Edge-Fenster? Oder wird die Seite weiß? Passiert das bei allen Seiten?Viele Grüße, Felix",0
eef48015111940fb932d4a1b22423fef,68,"edge,Alle anderen Probleme,Windows 10",https://answers.microsoft.com/de-de/edge/forum/all/microsoftedgeshexe-nicht-mehr-funktionsf%c3%a4hig/e25a387d-f3a1-4bbe-9388-4aaeebb00e11,de-de,MicrosoftEdgeSH.exe Nicht mehr funktionsfähig,ReinholdVölckel,"16 November, 2019",Hallo ich habe ein Problem festgestellt das mir bei der Überprüfung der Zuverlässigkeit- und Problem verlauf des Computer MicrosoftEdgeSH.exe nicht mehr funktionsfähig was kann ich tun Danke für die Hilfe,0,true,"17 November, 2019","Setze Edge bitte in den App Einstellungen zurück.Geh auf Start / Einstellungen / Apps. Suche Microsoft Edge in der Liste, klicke Erweiterte Optionen an und dort ""Zurücksetzen"".Falls du irgendeine andere ""Sicherheitssoftware"" installiert hast statt des integrierten Windows Defenders, deinstalliere diese bitte sauber und vollständig. Falls vom Hersteller der Software ein Tool zur Beseitigung der Reste der Software verfügbar ist, nutze dieses bitte ebenfalls.https://answers.microsoft.com/de-de/protect/forum/protect_other-protect_start/liste-von-tools-zur-entfernung-von/62cd4a59-9a24-431c-9f16-e936eaa1e22e",1
b90f8781c4f144ee983f603b5584294e,51,"edge,Alle anderen Probleme,Windows 10",https://answers.microsoft.com/de-de/edge/forum/all/edge-browser/e35c6441-c8d1-4052-b532-c815fd2549db,de-de,Edge-browser,ChristianHebestreit,"16 November, 2019","Hallo,mein Problem ist folgendes: Wenn ich meinen Edge-browser öffne und nach einer Website etc. suche, dann kommt die Fehlermeldung : "" keine sichere Verbindung mit dieser Seite möglich..."" Aber wie kann ich dieses Problem effektiv behandeln. Ich habe schon einiges gelesen, aber keine Möglichkeit hat geklappt. Kann mir jemand eine ""Anleitung"" schicken, wie man das Problem zu fast 100% lösen kann?(Ich habe Windows 10 falls das wichtig ist)",0,true,"16 November, 2019","Hallo Christian, hier ist Roman, ich bin unabhängiger Berater. Zuerst mal die Ursache für die Anzeige der Meldung und was das eigentlich bedeutet:Diese Meldung zeigt an, dass das Sicherheitszertifikat der Website oder der Webseiten nicht korrekt geladen wurde.Die Zertifikate werden so ausgeliefert, dass sie nicht mehr gültig sind (siehe deine Meldung) sobald die Daten von einem falschen Server kommen - was die Sicherheit der Seite beeinträchtigt und daher kann die Sicherheit nicht mehr garantiert werden.Warum das bei dir so ist kann folgende Gründe haben: - Du bist hinter einem anderen Programm oder Computer als 2. im Internet und der Computer vor dir liest deine Daten mit. Das kann zum Beispiel von einem Virus / Spyware kommen.- Du hast einen Proxy Server eingestellt der nicht richtig konfiguriert wurde (scheu mal unter ""Wondowstaste"" und dann ""Proxyeinstellungen"" eingeben nach ob da was drin steht.- Versuch mal einen anderen Browser und schau ob das da auch passiert. - Überprüfe deinen Computer auf Viren Leider gibt es da keine besser Anleitung, da diese Anzeige sehr viele unterschiedliche Ursachen haben kann.sg Roman",0
